Apollo_11ʥ2007-07-17T21:38:50Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Contingency television address */ ʥ1
Apollo_11ʥ2007-07-17T21:39:00Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* See also */ ʥ1
Apollo_11ʥ2007-07-17T21:39:21Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Communications link */ ʥ1
Apollo_11ʥ2007-07-17T21:39:37Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* References */ ʥ1
Apollo_11ʥ2007-07-17T21:39:50Zʥip:86.105.210.6ʥip:86.105.210.6ʥ[[WP:AES|←]]Replaced page with 'sa va trag LA MUIE CU LUNA VOASTRA CU TOT, SUGETI PULA BA MINCINOSILOR' ʥ1
Apollo_11ʥ2007-07-17T21:40:05ZʥSavie_Kumaraʥ4784439ʥRevert to revision 145306588 dated 2007-07-17 21:39:37 by 86.105.210.6 using [[:en:Wikipedia:Tools/Navigation_popups|popups]] ʥ1
Apollo_11ʥ2007-07-17T21:40:53Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Multimedia */ ʥ1
Apollo_11ʥ2007-07-17T21:41:22Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Crew */ ʥ1
Apollo_11ʥ2007-07-17T21:41:42ZʥSavie_Kumaraʥ4784439ʥrv ʥ1
Apollo_11ʥ2007-07-17T21:41:53Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Primary crew */ ʥ1
Apollo_11ʥ2007-07-17T21:42:03Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Backup crew */ ʥ1
Apollo_11ʥ2007-07-17T21:42:33Zʥip:86.105.210.6ʥip:86.105.210.6ʥʥ1
Apollo_11ʥ2007-07-17T21:42:54ZʥSavie_Kumaraʥ4784439ʥrv ʥ1
Apollo_11ʥ2007-07-17T21:43:24Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Lunar surface operations */ ʥ1
Apollo_11ʥ2007-07-17T21:43:32Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Primary crew */ ʥ1
Apollo_11ʥ2007-07-17T21:43:44Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Backup crew */ ʥ1
Apollo_11ʥ2007-07-17T21:43:52Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Support crew */ ʥ1
Apollo_11ʥ2007-07-17T21:43:59Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Flight director */ ʥ1
Apollo_11ʥ2007-07-17T21:44:07Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Mission highlights */ ʥ1
Apollo_11ʥ2007-07-17T21:44:13Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Communications link */ ʥ1
Apollo_11ʥ2007-07-17T21:44:18Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Mission insignia */ ʥ1
Apollo_11ʥ2007-07-17T21:44:26Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Depiction in fiction */ ʥ1
Apollo_11ʥ2007-07-17T21:44:31ZʥBart133ʥ134523ʥRevert to revision 145307190 dated 2007-07-17 21:42:54 by Savie Kumara using [[:en:Wikipedia:Tools/Navigation_popups|popups]] ʥ1
Apollo_11ʥ2007-07-17T21:44:49Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Backup crew */ ʥ1
Apollo_11ʥ2007-07-17T21:44:58Zʥip:86.105.210.6ʥip:86.105.210.6ʥ/* Primary crew */ ʥ1
Apollo_11ʥ2007-07-17T21:45:04ZʥSavie_Kumaraʥ4784439ʥrv ʥ1
Apollo_11ʥ2007-07-17T21:46:21ZʥBart133ʥ134523ʥrvv ʥ1
Apollo_11ʥ2007-07-17T22:15:05ZʥEvil_Monkeyʥ140548ʥrv even further back ʥ1
Astronautʥ2006-07-04T15:15:17Zʥip:68.188.60.25ʥip:68.188.60.25ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T15:18:34Zʥip:84.66.144.108ʥip:84.66.144.108ʥ/* International variations */ ʥ1
Astronautʥ2006-07-04T19:55:56Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T19:58:26Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T19:58:57Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:00:54Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:01:49Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:02:05Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:03:32Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:04:01Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:05:45Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:08:27Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:09:55Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Astronaut deaths */ ʥ1
Astronautʥ2006-07-04T20:20:20Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:20:49Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:21:25Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:21:42Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:21:59Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:22:10Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:22:28Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:22:40Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:23:14Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:23:36Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:24:06Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:24:18Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:24:28Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:24:40Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:24:51Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:25:01Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T20:26:22Zʥip:70.246.171.89ʥip:70.246.171.89ʥ/* Space milestones */ ʥ1
Astronautʥ2006-07-04T23:18:29ZʥRichardcavellʥ357679ʥ/* Space milestones */ minor fixup ʥ1
Albert_Einsteinʥ2007-03-14T00:08:10ZʥTEB728ʥ302457ʥ/* Youth and schooling */ they were not obervant at all ʥ1
Albert_Einsteinʥ2007-03-14T01:01:21ZʥOtterpopsʥ3557100ʥ/* Bose–Einstein statistics */ citation ʥ1
Albert_Einsteinʥ2007-03-14T01:05:17ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T01:11:03ZʥOtterpopsʥ3557100ʥ/* The Einstein Refrigerator */ citation, note ʥ1
Albert_Einsteinʥ2007-03-14T01:21:26ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T01:27:42ZʥOtterpopsʥ3557100ʥ/* Bohr v. Einstein */ citation ʥ1
Albert_Einsteinʥ2007-03-14T01:40:27ZʥOtterpopsʥ3557100ʥ/* By Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T01:45:00ZʥOtterpopsʥ3557100ʥ/* Bohr v. Einstein */ citation, note, cite? ʥ1
Albert_Einsteinʥ2007-03-14T01:47:23ZʥOtterpopsʥ3557100ʥ/* Religious views */ citation ʥ1
Albert_Einsteinʥ2007-03-14T01:55:53ZʥOtterpopsʥ3557100ʥ/* Religious views */ citation, note ʥ1
Albert_Einsteinʥ2007-03-14T01:59:25ZʥOtterpopsʥ3557100ʥ/* By Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T02:02:43ZʥOtterpopsʥ3557100ʥ/* Religious views */ citation ʥ1
Albert_Einsteinʥ2007-03-14T02:09:29ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T02:18:07ZʥOtterpopsʥ3557100ʥ/* Religious views */ citation ʥ1
Albert_Einsteinʥ2007-03-14T02:26:38ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T02:27:42ZʥOtterpopsʥ3557100ʥ/* Religious views */ ʥ1
Albert_Einsteinʥ2007-03-14T02:34:51ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T06:55:23ZʥGilisaʥ3544868ʥEinstein wasnt an ethnic german nor did he represent himself as such. ʥ1
Albert_Einsteinʥ2007-03-14T07:40:17ZʥTEB728ʥ302457ʥCulturally he was both German and Jewish; if you want to change this, try for a consensus on the talk page ʥ1
Albert_Einsteinʥ2007-03-14T08:31:17ZʥGilisaʥ3544868ʥʥ1
Albert_Einsteinʥ2007-03-14T09:44:08ZʥVan_helsingʥ1099150ʥsee talk page ʥ1
Albert_Einsteinʥ2007-03-14T11:34:32ZʥSmackBotʥ433328ʥDate/fix maintenance tags ʥ1
Albert_Einsteinʥ2007-03-14T12:14:18ZʥGilisaʥ3544868ʥʥ1
Albert_Einsteinʥ2007-03-14T16:35:39ZʥOtterpopsʥ3557100ʥ/* Dangerous Politics */ note ʥ1
Albert_Einsteinʥ2007-03-14T16:49:28ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T16:53:52ZʥOtterpopsʥ3557100ʥ/* Nazism */ citation, note ʥ1
Albert_Einsteinʥ2007-03-14T16:55:19ZʥOtterpopsʥ3557100ʥ/* Nazism */ cite? ʥ1
Albert_Einsteinʥ2007-03-14T16:58:51ZʥOtterpopsʥ3557100ʥ/* Nazism */ citation ʥ1
Albert_Einsteinʥ2007-03-14T17:13:32ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T17:16:13ZʥOtterpopsʥ3557100ʥ/* Nazism */ citation ʥ1
Albert_Einsteinʥ2007-03-14T17:39:15ZʥOtterpopsʥ3557100ʥ/* Nazism */ note ʥ1
Albert_Einsteinʥ2007-03-14T17:54:20ZʥOtterpopsʥ3557100ʥ/* Nazism */ citation, note ʥ1
Albert_Einsteinʥ2007-03-14T18:03:11ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T18:06:19ZʥOtterpopsʥ3557100ʥ/* Nazism */ note, language ʥ1
Albert_Einsteinʥ2007-03-14T18:08:59ZʥOtterpopsʥ3557100ʥ/* Nazism */ de-cite? ʥ1
Albert_Einsteinʥ2007-03-14T18:10:35ZʥOtterpopsʥ3557100ʥ/* Nazism */ NPOV, no sarcasm allowed ʥ1
Albert_Einsteinʥ2007-03-14T18:11:57ZʥOtterpopsʥ3557100ʥ/* Nazism */ comma ʥ1
Albert_Einsteinʥ2007-03-14T18:17:14ZʥOtterpopsʥ3557100ʥ/* Nazism */ citation ʥ1
Albert_Einsteinʥ2007-03-14T18:50:43ZʥOtterpopsʥ3557100ʥ/* Nazism */ cite? note ʥ1
Albert_Einsteinʥ2007-03-14T18:51:57ZʥOtterpopsʥ3557100ʥ/* Nazism */ language ʥ1
Albert_Einsteinʥ2007-03-14T18:56:33ZʥOtterpopsʥ3557100ʥ/* Zionism */ citation ʥ1
Albert_Einsteinʥ2007-03-14T19:04:46ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ Reference ʥ1
Albert_Einsteinʥ2007-03-14T19:06:06ZʥOtterpopsʥ3557100ʥ/* Zionism */ language ʥ1
Albert_Einsteinʥ2007-03-14T19:10:58ZʥSmackBotʥ433328ʥDate/fix maintenance tags ʥ1
Albert_Einsteinʥ2007-03-14T19:12:16ZʥOtterpopsʥ3557100ʥ/* Zionism */ citation ʥ1
Albert_Einsteinʥ2007-03-14T19:23:04ZʥOtterpopsʥ3557100ʥ/* By Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T19:33:06ZʥOtterpopsʥ3557100ʥ/* Zionism */ citation ʥ1
Albert_Einsteinʥ2007-03-14T19:39:04ZʥTEB728ʥ302457ʥ/* Youth and schooling */ rm matura image: without explanatory text it is confusing ʥ1
Albert_Einsteinʥ2007-03-14T19:39:10ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T19:40:39ZʥOtterpopsʥ3557100ʥ/* Zionism */ citation ʥ1
Albert_Einsteinʥ2007-03-14T19:45:30ZʥOtterpopsʥ3557100ʥ/* Zionism */ citation, cite? ʥ1
Albert_Einsteinʥ2007-03-14T19:47:37ZʥOtterpopsʥ3557100ʥ/* Zionism */ language ʥ1
Albert_Einsteinʥ2007-03-14T19:49:11ZʥMattieo9123ʥ3784303ʥ/* The patent office */ ʥ1
Albert_Einsteinʥ2007-03-14T19:50:37ZʥOtterpopsʥ3557100ʥ/* McCarthyism */ citation, note ʥ1
Albert_Einsteinʥ2007-03-14T19:51:53ZʥMattieo9123ʥ3784303ʥ/* The patent office */ ʥ1
Albert_Einsteinʥ2007-03-14T19:58:02ZʥMattieo9123ʥ3784303ʥ/* The patent office */ ʥ1
Albert_Einsteinʥ2007-03-14T20:02:55ZʥOtterpopsʥ3557100ʥ/* McCarthyism */ language, citation ʥ1
Albert_Einsteinʥ2007-03-14T20:10:14ZʥOtterpopsʥ3557100ʥ/* By Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T20:16:24ZʥOtterpopsʥ3557100ʥ/* McCarthyism */ comma ʥ1
Albert_Einsteinʥ2007-03-14T20:18:13ZʥOtterpopsʥ3557100ʥ/* McCarthyism */ comma ʥ1
Albert_Einsteinʥ2007-03-14T20:19:17ZʥOtterpopsʥ3557100ʥ/* McCarthyism */ cite? ʥ1
Albert_Einsteinʥ2007-03-14T20:23:11ZʥOtterpopsʥ3557100ʥ/* McCarthyism */ de-cite? note ʥ1
Albert_Einsteinʥ2007-03-14T20:48:41ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T20:56:14ZʥFlcelloguyʥ267668ʥ/* McCarthyism */ Place ref comments in hidden <!--comments-->; not appropriate as a footnote, as it's an editorial note for the writer, not reader ʥ1
Albert_Einsteinʥ2007-03-14T20:57:18ZʥFlcelloguyʥ267668ʥUnprotected Albert Einstein: Unprotect; vandalism has subsided ʥ1
Albert_Einsteinʥ2007-03-14T20:57:54ZʥFlcelloguyʥ267668ʥNo longer {{sprotected2}} ʥ1
Albert_Einsteinʥ2007-03-14T21:06:10ZʥOtterpopsʥ3557100ʥ/* McCarthyism */ citations, de-cite? ʥ1
Albert_Einsteinʥ2007-03-14T21:09:16ZʥOtterpopsʥ3557100ʥ/* Death */ citation ʥ1
Albert_Einsteinʥ2007-03-14T21:18:41ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T21:22:00ZʥOtterpopsʥ3557100ʥ/* Death */ language ʥ1
Albert_Einsteinʥ2007-03-14T21:25:18ZʥOtterpopsʥ3557100ʥ/* Death */ citation ʥ1
Albert_Einsteinʥ2007-03-14T21:32:15ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T21:34:00ZʥNetscottʥ288487ʥClear up the blank space in the lead. Utilize this template I've created: {{[[Template:TOChidden|TOChidden]]}} ʥ1
Albert_Einsteinʥ2007-03-14T21:35:32ZʥOtterpopsʥ3557100ʥ/* Death */ removed Can O'Worms ʥ1
Albert_Einsteinʥ2007-03-14T21:37:35ZʥOtterpopsʥ3557100ʥ/* Death */ citation ʥ1
Albert_Einsteinʥ2007-03-14T21:40:24ZʥOtterpopsʥ3557100ʥ/* Death */ citation ʥ1
Albert_Einsteinʥ2007-03-14T21:45:26ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T21:46:18ZʥOtterpopsʥ3557100ʥ/* Death */ citation ʥ1
Albert_Einsteinʥ2007-03-14T21:47:26ZʥOtterpopsʥ3557100ʥ/* Death */ cite? ʥ1
Albert_Einsteinʥ2007-03-14T21:49:56ZʥOtterpopsʥ3557100ʥ/* Death */ removed 404 ref link ʥ1
Albert_Einsteinʥ2007-03-14T22:00:39Zʥip:216.87.145.186ʥip:216.87.145.186ʥchanged "did became" to "became" in the Nazism section ʥ1
Albert_Einsteinʥ2007-03-14T22:27:59ZʥOtterpopsʥ3557100ʥ/* Death */ name & image license? citation ʥ1
Albert_Einsteinʥ2007-03-14T22:33:33ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T22:37:08ZʥOtterpopsʥ3557100ʥ/* Honors */ citation ʥ1
Albert_Einsteinʥ2007-03-14T22:43:07ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T22:47:26ZʥOtterpopsʥ3557100ʥ/* Honors */ citation, language ʥ1
Albert_Einsteinʥ2007-03-14T22:52:57ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T22:53:49ZʥSuruenaʥ140178ʥFloating TOC after the lead section. See [[Wikipedia:Accessibility#Article structure]] ʥ1
Albert_Einsteinʥ2007-03-14T22:53:56ZʥOtterpopsʥ3557100ʥ/* Honors */ citation ʥ1
Albert_Einsteinʥ2007-03-14T22:57:59ZʥOtterpopsʥ3557100ʥ/* Einstein in popular culture */ citation ʥ1
Albert_Einsteinʥ2007-03-14T23:03:32ZʥOtterpopsʥ3557100ʥ/* About Albert Einstein */ reference ʥ1
Albert_Einsteinʥ2007-03-14T23:06:46Zʥip:68.46.77.201ʥip:68.46.77.201ʥ/* Youth and schooling */ ʥ1
Albert_Einsteinʥ2007-03-14T23:09:36ZʥOtterpopsʥ3557100ʥ/* Einstein in popular culture */ reference ʥ1
Albert_Einsteinʥ2007-03-14T23:11:10ZʥOtterpopsʥ3557100ʥ/* Einstein in popular culture */ language ʥ1
Albert_Einsteinʥ2007-03-14T23:15:35ZʥOtterpopsʥ3557100ʥ/* Youth and schooling */ note ʥ1
Albert_Einsteinʥ2007-03-14T23:20:47ZʥOtterpopsʥ3557100ʥ/* The patent office */ spacing ʥ1
Albert_Einsteinʥ2007-03-14T23:22:29ZʥOtterpopsʥ3557100ʥ/* The patent office */ more spacing ʥ1
Albert_Einsteinʥ2007-03-14T23:23:25ZʥOtterpopsʥ3557100ʥ/* The patent office */ spacing ʥ1
Albert_Einsteinʥ2007-03-14T23:29:42ZʥFreedomByDesignʥ3373547ʥ/* About Albert Einstein */ grammar ʥ1
Albert_Einsteinʥ2007-03-14T23:41:02ZʥFreedomByDesignʥ3373547ʥ/* Youth and schooling */ grammar ʥ1
Albert_Einsteinʥ2007-03-14T23:53:13ZʥSmackBotʥ433328ʥDate/fix maintenance tags ʥ1
Ampereʥ2006-10-23T19:03:09Zʥip:86.112.196.165ʥip:86.112.196.165ʥʥ1
Ampereʥ2006-10-23T19:03:11ZʥAntiVandalBotʥ1574574ʥBOT - rv [[Special:Contributions/86.112.196.165|86.112.196.165]] ([[User talk:86.112.196.165|talk]]) to last version by 196.218.105.36 ʥ1
Ampereʥ2006-10-23T22:05:54Zʥip:69.113.56.255ʥip:69.113.56.255ʥ/* Explanation */ ʥ1
Ampereʥ2006-10-23T22:06:17Zʥip:69.113.56.255ʥip:69.113.56.255ʥ/* Explanation */ ʥ1
Ampereʥ2006-10-23T22:06:20ZʥTawkerbot2ʥ1022601ʥBOT - rv [[Special:Contributions/69.113.56.255|69.113.56.255]] ([[User talk:69.113.56.255|talk]]) to last version by AntiVandalBot ʥ1
Ampereʥ2006-10-23T22:06:45Zʥip:69.113.56.255ʥip:69.113.56.255ʥ/* Explanation */ ʥ1
Ampereʥ2006-10-23T22:06:46ZʥAntiVandalBotʥ1574574ʥBOT - rv [[Special:Contributions/69.113.56.255|69.113.56.255]] ([[User talk:69.113.56.255|talk]]) to last version by Tawkerbot2 ʥ1
Ampereʥ2006-10-23T22:08:29Zʥip:69.113.56.255ʥip:69.113.56.255ʥ/* Definition */ ʥ1
Ampereʥ2006-10-23T22:14:55Zʥip:67.171.43.170ʥip:67.171.43.170ʥrevert ʥ1
Ampereʥ2006-10-23T22:22:33Zʥip:69.113.56.255ʥip:69.113.56.255ʥ/* Definition */ ʥ1
Ampereʥ2006-10-23T22:24:20ZʥCan't_sleep,_clown_will_eat_meʥ603177ʥReverted edits by [[Special:Contributions/69.113.56.255|69.113.56.255]] ([[User talk:69.113.56.255|talk]]) to last version by 67.171.43.170 ʥ1
Abner_Doubledayʥ2007-02-05T22:15:48Zʥip:70.158.138.38ʥip:70.158.138.38ʥ/* Brigade and division command in Virginia */ ʥ1
